,,,,,,,,
,id,accountId,createdAt,updatedAt,expenses,grossProfit,grossRevenue,netProfit
,01JKHRWBJ7CH6P21T54MAS4NFJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-08 03:15:33.576,2025-02-08 03:15:33.576,116731,0,0,-116731
,01JKHRWCQ223F9YK5YYTEEHRA5,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-08 03:15:34.755,2025-02-08 03:15:34.755,116731,0,0,-116731
,01JKHRWDV5M0X0H6YTSY1Q1H2E,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-08 03:15:35.91,2025-02-08 03:15:35.91,116731,0,0,-116731
,01JKHRWEYC7Z1K65HM20HYH5P6,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-08 03:15:37.037,2025-02-08 03:15:37.037,116731,0,0,-116731
,01JKHRWG3RR8M8NKMCEXPFMFMP,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-08 03:15:38.233,2025-02-08 03:15:38.233,116731,0,0,-116731
,01JKHRWHCQRA9935GJA62897AY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-08 03:15:39.546,2025-02-08 03:15:39.546,116731,0,0,-116731
,01JKMB85MWZYME2BS9NR5HHX81,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-09 03:15:03.97,2025-02-09 03:15:03.97,116731,0,0,-116731
,01JKMB86XFV2MC8076FHEVEK92,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-09 03:15:05.264,2025-02-09 03:15:05.264,116731,0,0,-116731
,01JKMB881FXVSJC0FSJMGNAAE5,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-09 03:15:06.417,2025-02-09 03:15:06.417,116731,0,0,-116731
,01JKMB895FP6R4MSTP5DNXM5CW,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-09 03:15:07.568,2025-02-09 03:15:07.568,116731,0,0,-116731
,01JKMB8AA0SZZ4JRHKDKM9Z8XS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-09 03:15:08.737,2025-02-09 03:15:08.737,116731,0,0,-116731
,01JKMB8BE8A2T5RQXGDS0Q22HG,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-09 03:15:09.897,2025-02-09 03:15:09.897,116731,0,0,-116731
,01JKMB8CMN48GW3KPAJ0C2EF39,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-09 03:15:11.127,2025-02-09 03:15:11.127,116731,0,0,-116731
,01JKPXNCNMS395JMRY6QY2SKCJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:20.374,2025-02-10 03:15:20.374,116731,0,0,-116731
,01JKPXNDV4JAJB7E8SKJSFA6X0,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:21.573,2025-02-10 03:15:21.573,116731,0,0,-116731
,01JKPXNEYP619JFCW6VC7EPKT2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:22.711,2025-02-10 03:15:22.711,116731,0,0,-116731
,01JKPXNG36FY5XAJ8VBTJAJDAF,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:23.88,2025-02-10 03:15:23.88,116731,0,0,-116731
,01JKPXNH678MR1K7VD0KGJHH9C,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:25,2025-02-10 03:15:25,116731,0,0,-116731
,01JKPXNJH54Z9VRYK6YZVGE77K,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:26.375,2025-02-10 03:15:26.375,116731,0,0,-116731
,01JKPXNM5DM1VAYRB8TCEAY33X,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:28.047,2025-02-10 03:15:28.047,116731,0,0,-116731
,01JKPXNN96VMD5RMCW217P2E12,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:29.191,2025-02-10 03:15:29.191,116731,0,0,-116731
,01JKPXNPFHT6FBW1581V2ZABJX,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:30.418,2025-02-10 03:15:30.418,116731,0,0,-116731
,01JKPXNQKBVJXHJBR4JPT4N87M,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:31.564,2025-02-10 03:15:31.564,116731,0,0,-116731
,01JKPXNRNT9S8F6DA21RRKJWCY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:32.667,2025-02-10 03:15:32.667,116731,0,0,-116731
,01JKPXNSSX7V7Z5M98NM0KP04H,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:33.822,2025-02-10 03:15:33.822,116731,0,0,-116731
,01JKPXNTX887SF83ZEXVGKB1Q5,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:34.953,2025-02-10 03:15:34.953,116731,0,0,-116731
,01JKPXNW0YV6YYDXE9SWCQGFTT,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-10 03:15:36.095,2025-02-10 03:15:36.095,116731,0,0,-116731
,01JM39GKPVM2NV539NRPW5TV58,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:19.842,2025-02-14 22:33:19.842,116731,0,0,-116731
,01JM39GMYK28KBA1RHWQG2W0R7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:21.108,2025-02-14 22:33:21.108,116731,0,0,-116731
,01JM39GP2P0K63JVGJ5PXPEBRF,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:22.263,2025-02-14 22:33:22.263,116731,0,0,-116731
,01JM39GQ871BSF248TR2V0A72F,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:23.464,2025-02-14 22:33:23.464,116731,0,0,-116731
,01JM39GRCDQWJ2PFX23XWGVE5P,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:24.622,2025-02-14 22:33:24.622,116731,0,0,-116731
,01JM39GSH9G96001RXJK15PZ22,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:25.802,2025-02-14 22:33:25.802,116731,0,0,-116731
,01JM39GV0Q49NBGS58XCTSFVER,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:27.32,2025-02-14 22:33:27.32,116731,0,0,-116731
,01JM39GW94BR22PEXB5JCA9E5H,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:28.613,2025-02-14 22:33:28.613,116731,0,0,-116731
,01JM39GXDJYRC6JQJ69GV61WF3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:29.779,2025-02-14 22:33:29.779,116731,0,0,-116731
,01JM39GYHYAJ1BRCNYK9SQHMZ3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:30.943,2025-02-14 22:33:30.943,116731,0,0,-116731
,01JM39GZNH1ESVVHNF54QMQMCM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:32.082,2025-02-14 22:33:32.082,116731,0,0,-116731
,01JM39H0R5BR4XY02VKJ70AMZB,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:33.19,2025-02-14 22:33:33.19,116731,0,0,-116731
,01JM39H1VH9A3DNTQ142Y0V1PC,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:34.322,2025-02-14 22:33:34.322,116731,0,0,-116731
,01JM39H2Z3YM5BJVNTD3CHEHJ5,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:35.461,2025-02-14 22:33:35.461,116731,0,0,-116731
,01JM39H429G7WA9571AWQSB5GY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:36.586,2025-02-14 22:33:36.586,116731,0,0,-116731
,01JM39H57FXP0KT8C5VR4TJH2V,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:37.777,2025-02-14 22:33:37.777,116731,0,0,-116731
,01JM39H6CB3J3SNC5CMYJ716ED,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:38.956,2025-02-14 22:33:38.956,116731,0,0,-116731
,01JM39H7F3Q0QQKMYR5SBFN27J,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:40.068,2025-02-14 22:33:40.068,116731,0,0,-116731
,01JM39H8JGHVW9SHCM2D9QPH3S,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:41.201,2025-02-14 22:33:41.201,116731,0,0,-116731
,01JM39H9NP0401A6VXZKV4Y9Q9,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:42.338,2025-02-14 22:33:42.338,116731,0,0,-116731
,01JM39HATMEE4ZW085KB4NG94E,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:43.509,2025-02-14 22:33:43.509,116731,0,0,-116731
,01JM39HBX9B4KPS9NJH9N1C3MB,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:44.618,2025-02-14 22:33:44.618,116731,0,0,-116731
,01JM39HD1CV4F1JDHA3XZT8NC5,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:45.773,2025-02-14 22:33:45.773,116731,0,0,-116731
,01JM39HECB8ETVE5ZAKYZX3V39,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:47.148,2025-02-14 22:33:47.148,116731,0,0,-116731
,01JM39HFJ175ATV1Y627E6MG1D,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:48.354,2025-02-14 22:33:48.354,116731,0,0,-116731
,01JM39HGNCS0KFMRT974QQP80C,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:49.485,2025-02-14 22:33:49.485,116731,0,0,-116731
,01JM39HHR6EX82PRE5H64HYCTC,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:50.599,2025-02-14 22:33:50.599,116731,0,0,-116731
,01JM39HJV424W8KVBJY0DVZG5B,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:51.717,2025-02-14 22:33:51.717,116731,0,0,-116731
,01JM39HKZF8QYQ51WRKV33P744,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:52.88,2025-02-14 22:33:52.88,116731,0,0,-116731
,01JM39HN4WN63P87V6S6FK4ZCE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:54.077,2025-02-14 22:33:54.077,116731,0,0,-116731
,01JM39HPA0MR3CQ29AQWME7BKF,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:55.266,2025-02-14 22:33:55.266,116731,0,0,-116731
,01JM39HQE2N8P9AQRYX9XNBXEX,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:56.425,2025-02-14 22:33:56.425,116731,0,0,-116731
,01JM39HRGQPRHB2XP525KPPMMX,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:57.528,2025-02-14 22:33:57.528,116731,0,0,-116731
,01JM39HSMRGJ0PFA5YENDAGGB4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:33:58.681,2025-02-14 22:33:58.681,116731,0,0,-116731
,01JM39KZ1RXK1J9P4S58X7J63Q,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-14 22:35:09.753,2025-02-14 22:35:09.753,116731,0,0,-116731
,01JM3SMQXYTMACC2CT5DM8KR9R,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:12.447,2025-02-15 03:15:12.447,116731,0,0,-116731
,01JM3SMS4AG7V55H8PNVBR5DWQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:13.676,2025-02-15 03:15:13.676,116731,0,0,-116731
,01JM3SMT83TR94GV64TDSHF8RA,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:14.82,2025-02-15 03:15:14.82,116731,0,0,-116731
,01JM3SMVFC322AHTQEND5WRHS3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:16.077,2025-02-15 03:15:16.077,116731,0,0,-116731
,01JM3SMWKQFBT9K67HM2WGTJJJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:17.24,2025-02-15 03:15:17.24,116731,0,0,-116731
,01JM3SMXQZ23SFW3G0S0R90FBY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:18.4,2025-02-15 03:15:18.4,116731,0,0,-116731
,01JM3SMZ02E3VTAVFY1WJ1FF6B,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:19.684,2025-02-15 03:15:19.684,116731,0,0,-116731
,01JM3SN02VYJ6SZ7799Q1E53EA,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:20.796,2025-02-15 03:15:20.796,116731,0,0,-116731
,01JM3SN19D9R72WYS62K7MHXWY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:22.03,2025-02-15 03:15:22.03,116731,0,0,-116731
,01JM3SN2W4DZJ146YQHJHE75WH,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:23.654,2025-02-15 03:15:23.654,116731,0,0,-116731
,01JM3SN3ZVC9ETWE9G6KQX33DS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:24.797,2025-02-15 03:15:24.797,116731,0,0,-116731
,01JM3SN57SFN4G0ARCHGC8TFJP,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:26.074,2025-02-15 03:15:26.074,116731,0,0,-116731
,01JM3SN6F8GT2PMKYZ78TFF9PQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:27.337,2025-02-15 03:15:27.337,116731,0,0,-116731
,01JM3SN7MTCC13BR2W1NS2XCM2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-15 03:15:28.539,2025-02-15 03:15:28.539,116731,0,0,-116731
,01JM6C1F9TJHR0ZE1PB0TEFY55,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:12.828,2025-02-16 03:15:12.828,116731,0,0,-116731
,01JM6C1GSPAVJ08MZQH6PXQEBC,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:14.359,2025-02-16 03:15:14.359,116731,0,0,-116731
,01JM6C1HWEWKPDQC2YHQ231JQD,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:15.471,2025-02-16 03:15:15.471,116731,0,0,-116731
,01JM6C1K1BCQ1MCM441D3GK92X,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:16.652,2025-02-16 03:15:16.652,116731,0,0,-116731
,01JM6C1M50YV5VPB4QNHBT5P9W,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:17.793,2025-02-16 03:15:17.793,116731,0,0,-116731
,01JM6C1N8D2XXHHFJA2N9ASWB6,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:18.926,2025-02-16 03:15:18.926,116731,0,0,-116731
,01JM6C1PFHR8BKJ8HRPVAGCP4E,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:20.178,2025-02-16 03:15:20.178,116731,0,0,-116731
,01JM6C1QMJMBCB86Z323MCX56H,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:21.363,2025-02-16 03:15:21.363,116731,0,0,-116731
,01JM6C1RQRGH8XG86BKXVGW63C,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:22.489,2025-02-16 03:15:22.489,116731,0,0,-116731
,01JM6C1SXDNVNP95B0N1G2QRJ5,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:23.694,2025-02-16 03:15:23.694,116731,0,0,-116731
,01JM6C1V2YPFKH7R93NYFHYTYV,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:24.898,2025-02-16 03:15:24.898,116731,0,0,-116731
,01JM6C1W7WX12AHAH3QD47CN45,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:26.077,2025-02-16 03:15:26.077,116731,0,0,-116731
,01JM6C1XC05CEC3D6GCPPCHFJM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:27.233,2025-02-16 03:15:27.233,116731,0,0,-116731
,01JM6C1YFBHV7V0VG39VYEWHYC,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-16 03:15:28.364,2025-02-16 03:15:28.364,116731,0,0,-116731
,01JM8YDXTV92X9VBSS5R8Z487F,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:04.156,2025-02-17 03:15:04.156,116731,0,0,-116731
,01JM8YDYZ5E6B7RXQ70DPVYF6C,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:05.318,2025-02-17 03:15:05.318,116731,0,0,-116731
,01JM8YE05NNP4YYNF81QQKGBRG,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:06.55,2025-02-17 03:15:06.55,116731,0,0,-116731
,01JM8YE1A1EWBRGV99B6AYG8YY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:07.715,2025-02-17 03:15:07.715,116731,0,0,-116731
,01JM8YE2FF4ZGHY920JNKYKGAQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:08.913,2025-02-17 03:15:08.913,116731,0,0,-116731
,01JM8YE3PSGQZP9MFEGFD6NCYE,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:10.17,2025-02-17 03:15:10.17,116731,0,0,-116731
,01JM8YE4TGCY4HGX0JNZE2D4MM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:11.313,2025-02-17 03:15:11.313,116731,0,0,-116731
,01JM8YE609R08ADAK0WSCM6ZX4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:12.525,2025-02-17 03:15:12.525,116731,0,0,-116731
,01JM8YE76CGA5NE321JEV6HM9Z,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:13.742,2025-02-17 03:15:13.742,116731,0,0,-116731
,01JM8YE8B6026ACD3RMZJXKETZ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:14.92,2025-02-17 03:15:14.92,116731,0,0,-116731
,01JM8YE9FJEVFYQB7RP6VTXAQJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:16.083,2025-02-17 03:15:16.083,116731,0,0,-116731
,01JM8YEAKKJYXDWSFYVAK95YP6,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:17.236,2025-02-17 03:15:17.236,116731,0,0,-116731
,01JM8YEBTJ4H00A1EGXW8SYMWM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:18.483,2025-02-17 03:15:18.483,116731,0,0,-116731
,01JM8YED0SFBHVJA6DCJBEZJAY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-17 03:15:19.706,2025-02-17 03:15:19.706,116731,0,0,-116731
,01JMCB7Q608J4C1GVZWH0DCDYQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:35.522,2025-02-18 10:56:35.522,116731,0,0,-116731
,01JMCB7R95QWNKZ9A02510B1P3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:36.65,2025-02-18 10:56:36.65,116731,0,0,-116731
,01JMCB7SN9F7VSQC2DTFXM5QPM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:38.058,2025-02-18 10:56:38.058,116731,0,0,-116731
,01JMCB7TS14EDQF8K2FGM54A2K,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:39.203,2025-02-18 10:56:39.203,116731,0,0,-116731
,01JMCB7VVVZJEA0SR6YSGB054W,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:40.316,2025-02-18 10:56:40.316,116731,0,0,-116731
,01JMCB7X3F1AZKS9GZXZTHAG4W,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:41.584,2025-02-18 10:56:41.584,116731,0,0,-116731
,01JMCB7YH14TK8ASQVEEY9BTC4,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:43.049,2025-02-18 10:56:43.049,116731,0,0,-116731
,01JMCB7ZZSMYB90XCDMKP34TGJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:44.538,2025-02-18 10:56:44.538,116731,0,0,-116731
,01JMCB81386KS0T606QZXB4FCK,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:45.673,2025-02-18 10:56:45.673,116731,0,0,-116731
,01JMCB8261VYT7JJEK9AJD9KVP,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:46.786,2025-02-18 10:56:46.786,116731,0,0,-116731
,01JMCB838D5DHM7D3DA850XJKR,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:47.886,2025-02-18 10:56:47.886,116731,0,0,-116731
,01JMCB84E3HJ1XS0QW8GMG8QWP,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:49.093,2025-02-18 10:56:49.093,116731,0,0,-116731
,01JMCB85J50T72W1YGPT4S6N0J,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:56:50.246,2025-02-18 10:56:50.246,116731,0,0,-116731
,01JMCBC0KAPE6C4PQ1RP7YMQKF,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-18 10:58:56.235,2025-02-18 10:58:56.235,116731,0,0,-116731
,01JME37NZ8CJVYG1WNGC36N1C2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:14.538,2025-02-19 03:15:14.538,116731,0,0,-116731
,01JME37Q4S31DHTV509WHTY0D2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:15.738,2025-02-19 03:15:15.738,116731,0,0,-116731
,01JME37RAPPDG2WWQWSA427MFZ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:16.951,2025-02-19 03:15:16.951,116731,0,0,-116731
,01JME37SFRWGQSD2DE8QNESD1J,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:18.138,2025-02-19 03:15:18.138,116731,0,0,-116731
,01JME37V4JXQYECHMAJPV4DRGZ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:19.827,2025-02-19 03:15:19.827,116731,0,0,-116731
,01JME37W8SHVGS70D9T8F90NFD,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:20.986,2025-02-19 03:15:20.986,116731,0,0,-116731
,01JME37XDJR3C9M8VS8A3VYWQV,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:22.163,2025-02-19 03:15:22.163,116731,0,0,-116731
,01JME37YJ1XZBDPDF2G5PBE5AY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:23.33,2025-02-19 03:15:23.33,116731,0,0,-116731
,01JME37ZQ4EVVDVQZXZCMVFYHH,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:24.517,2025-02-19 03:15:24.517,116731,0,0,-116731
,01JME380V55F8Z5A1B8HXSJYR2,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:25.67,2025-02-19 03:15:25.67,116731,0,0,-116731
,01JME381YRP5D9RZ6PEGZXW144,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:26.809,2025-02-19 03:15:26.809,116731,0,0,-116731
,01JME3831E6SFSVY91A977EQKY,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:27.919,2025-02-19 03:15:27.919,116731,0,0,-116731
,01JME3846FD92M9ZZS41N70296,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:29.104,2025-02-19 03:15:29.104,116731,0,0,-116731
,01JME3858RFMEVQRQT728TWVYH,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-19 03:15:30.202,2025-02-19 03:15:30.202,116731,0,0,-116731
,01JMGNMRV7441FF38HK6AXRPWG,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:26.698,2025-02-20 03:15:26.698,116731,0,0,-116731
,01JMGNMT0BE9FC2R8R2BSK7KTM,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:27.884,2025-02-20 03:15:27.884,116731,0,0,-116731
,01JMGNMV4AKS5G0ZQ6BGEXG2DS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:29.035,2025-02-20 03:15:29.035,116731,0,0,-116731
,01JMGNMW8DDJD2S4MSJNCMSKDQ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:30.191,2025-02-20 03:15:30.191,116731,0,0,-116731
,01JMGNMXT56W5FYVKXBNTB4R12,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:31.783,2025-02-20 03:15:31.783,116731,0,0,-116731
,01JMGNMYY2VY1AE4CWS614QY5S,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:32.931,2025-02-20 03:15:32.931,116731,0,0,-116731
,01JMGNN03JY24CS60DNHC8WZMJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:34.131,2025-02-20 03:15:34.131,116731,0,0,-116731
,01JMGNN18XJJEYFZTFR2XXRW5J,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:35.326,2025-02-20 03:15:35.326,116731,0,0,-116731
,01JMGNN2D780VVZAN7A2EC7PB3,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:36.488,2025-02-20 03:15:36.488,116731,0,0,-116731
,01JMGNN3G9J1M1QZJRZWY3M6DJ,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:37.61,2025-02-20 03:15:37.61,116731,0,0,-116731
,01JMGNN4MTGZF2Z40B91ATH7FW,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:38.779,2025-02-20 03:15:38.779,116731,0,0,-116731
,01JMGNN5SBTA31YRJ0JYFSTMWA,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:39.948,2025-02-20 03:15:39.948,116731,0,0,-116731
,01JMGNN73C38R0CFTKCNS4QF6M,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:41.381,2025-02-20 03:15:41.381,116731,0,0,-116731
,01JMGNN8FTZE4N5CRD411GR3FS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-20 03:15:42.715,2025-02-20 03:15:42.715,116731,0,0,-116731
,01JMK81CE18373Y7EA4TK0HKR9,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:23.203,2025-02-21 03:15:23.203,116731,0,0,-116731
,01JMK81DJTDR40B04QPD89XYPR,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:24.379,2025-02-21 03:15:24.379,116731,0,0,-116731
,01JMK81EP9Z7K3TWB7KBZ8G3C7,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:25.514,2025-02-21 03:15:25.514,116731,0,0,-116731
,01JMK81FWDPBRVRT45EXXRVERS,01JGCGXGGS9W8XGDQB0AXNN7HN,2025-02-21 03:15:26.734,2025-02-21 03:15:26.734,116731,0,0,-116731
